"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_att","rush_att_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","return_yds","return_yds_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Tai Felton","MIN","WR","17097","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7.25,0.37065,73.5,21.4977,0,0,535,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-03-15,NA,NA,NA,NA
"Mason Tipton","NO","WR","16858","robust",NA,NA,NA,NA,NA,NA,0,0,4,5.9304,0,0,0,0,NA,NA,NA,NA,7.55,0.81543,75.5,15.5673,0,0,349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-09-27,"O","Leg",2026,0
"Derius Davis","LAC","WR","16299","robust",NA,NA,NA,NA,NA,NA,0.690909090909091,1.94085818181818,3.8,10.67472,0,0,0,0,NA,NA,NA,NA,4.1,1.63086,45,10.3782,0.6,0.88956,487,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-09-11,NA,NA,NA,NA
"Devin Duvernay","ARI","WR","14847","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.15,0.22239,0.5,0.7413,0,0,470,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1997-09-12,NA,NA,NA,NA
"Trey McBride","ARI","TE","15794","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0.25,0,0.1,0.14826,0,NA,0,NA,110,2.9652,1068.25,40.0302,7.15,0.59304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-11-22,NA,NA,NA,NA
"Brock Bowers","LVR","TE","16641","robust",NA,NA,NA,NA,NA,NA,1.5,NA,10.3333333333333,0,0,0,0.1,0.14826,0,NA,0,NA,96.5,6.6717,1017.975,49.3705799999999,7.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-12-13,NA,NA,NA,NA
"Colston Loveland","CHI","TE","17104","robust",NA,NA,NA,NA,NA,NA,0,0,-1,0,0,0,0.1,0.14826,0,NA,0,NA,75.275,4.29954000000001,882.65,72.6474,6.35,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-04-09,NA,NA,NA,NA
"Harold Fannin","CLE","TE","17103","robust",NA,NA,NA,NA,NA,NA,4,NA,15.3333333333333,0,0.902962962962963,0,0.875,0.037065,0,NA,0,NA,77.525,6.96822,801.05,23.57334,5.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-07-20,NA,NA,NA,NA
"Kyle Pitts","ATL","TE","15329","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.05,0.07413,0,NA,0,NA,77.45,3.7065,856.75,35.5824,4.7,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-10-06,NA,NA,NA,NA
"Tyler Warren","IND","TE","17102","robust",NA,NA,NA,NA,NA,NA,2.5,NA,10,0,0.388888888888889,0,0.15,0.22239,0,NA,0,NA,79.825,4.4478,845.4,52.48404,5.3,0.59304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-05-24,NA,NA,NA,NA
"Sam LaPorta","DET","TE","16214","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0.14826,0,NA,0,NA,68.025,7.56125999999999,772.5,78.5778,5.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-01-12,NA,NA,NA,NA
"Isaiah Likely","NYG","TE","15798","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1.45,0,0,NA,0,NA,62.9,8.8956,748,65.2344,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-04-18,NA,NA,NA,NA
"Juwan Johnson","NO","TE","14861","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1.65,0,0,NA,0,NA,67,3.26172,752.5,134.9166,3.5,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1996-09-13,NA,NA,NA,NA
"George Kittle","SF","TE","13299","robust",NA,NA,NA,NA,NA,NA,0,0,-0.65,0,0,0,0.4,0,0,NA,0,NA,61.5,11.26776,722,115.6428,5.5,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1993-10-09,"O","Achilles",2026,0
"Tucker Kraft","GB","TE","16222","robust",NA,NA,NA,NA,NA,NA,1,0,6.66666666666667,0,0,0,0.1,0.14826,0,NA,0,NA,58.8,4.74432,770.7,12.3055799999999,6.075,1.63086,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-11-03,"Q","Knee - ACL",2026,0
"Travis Kelce","KC","TE","11244","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0.275,0.07413,0,NA,0,NA,74.1,1.33434000000001,781.125,21.4977,4.5,1.18608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1989-10-05,NA,NA,NA,NA
"Brenton Strange","JAC","TE","16269","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,0,NA,0,NA,59.7,4.4478,625,40.0302,4.15,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-12-27,NA,NA,NA,NA
"Dalton Kincaid","BUF","TE","16213","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,56.55,5.9304,673,41.5128,5.5,1.63086,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1999-10-18,NA,NA,NA,NA
"Dallas Goedert","PHI","TE","13674","robust",NA,NA,NA,NA,NA,NA,0,0,3.5,0,0.45,0,0.1,0.14826,0,NA,0,NA,61.65,6.6717,649.3,54.5596799999999,7.45,2.37216,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-01-03,NA,NA,NA,NA
"Mark Andrews","BAL","TE","13671","robust",NA,NA,NA,NA,NA,NA,5,0,24,16.3086,0.566666666666667,0.19768,0.25,0,0,NA,0,NA,58,1.4826,618,75.6126,7.15,0.44478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-09-06,NA,NA,NA,NA
"Hunter Henry","NE","TE","12676","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,58.3,4.4478,669.5,17.7912,5.3,0.59304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-12-07,NA,NA,NA,NA
"Cade Otton","TB","TE","15802","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,56.5,10.97124,563.5,63.7518,3.35,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-04-15,NA,NA,NA,NA
"T.J. Hockenson","MIN","TE","14138","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,65.5,9.6369,608,96.369,3.5,0.44478,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-07-03,NA,NA,NA,NA
"Kenyon Sadiq","NYJ","TE","17543","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.5,0,0,NA,0,NA,56.55,8.8956,574,170.499,4,2.9652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2005-03-04,"Q","Abdomen",2026,0
"Oronde Gadsden","LAC","TE","17099","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0.95,0,0,NA,0,NA,45.5,1.4826,589,120.0906,3.45,0.14826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-06-25,NA,NA,NA,NA
"David Njoku","LAC","TE","13192","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,42,13.3434,405,157.1556,4.5,2.07564,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1996-07-10,NA,NA,NA,NA
"Dalton Schultz","HOU","TE","13772","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,65,6.52344000000001,634,60.7866,3.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-07-11,NA,NA,NA,NA
"Chigoziem Okonkwo","WAS","TE","15889","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,55.95,5.9304,596,66.717,3.45,1.33434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-09-08,NA,NA,NA,NA
"Greg Dulcich","MIA","TE","15797","robust",NA,NA,NA,NA,NA,NA,0,0,-4.85,0,0,0,1.85,0,0,NA,0,NA,52,2.9652,581,37.065,3.25,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-03-26,"Q","Undisclosed",2026,0
"Jake Ferguson","DAL","TE","15799","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,2.15,0,0,NA,0,NA,74.5,2.9652,613,29.652,5.65,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-01-18,NA,NA,NA,NA
"Pat Freiermuth","PIT","TE","15331","robust",NA,NA,NA,NA,NA,NA,0,0,2,0,0.1,0,0.25,0,0,NA,0,NA,53,7.413,566,45.9606,4.55,1.33434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-10-25,NA,NA,NA,NA
"Colby Parkinson","LAR","TE","14871","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.5,0,0,NA,0,NA,34.75,14.826,384.5,121.5732,4.5,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-01-07,NA,NA,NA,NA
"Terrance Ferguson","LAR","TE","17107","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,29,11.8608,425,105.2646,4,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-03-07,NA,NA,NA,NA
"Mike Gesicki","CIN","TE","13672","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.35,0,0,NA,0,NA,46,2.2239,486.5,29.652,3.5,0.88956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-10-03,NA,NA,NA,NA
"Gunnar Helm","TEN","TE","17105","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0,0,0,NA,0,NA,49,2.52042,459,59.304,3.15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2002-09-06,NA,NA,NA,NA
"Theo Johnson","NYG","TE","16649","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,28.5,2.9652,334.5,14.826,2.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2001-02-26,NA,NA,NA,NA
"Eli Stowers","PHI","TE","17544","robust",NA,NA,NA,NA,NA,NA,2.5,1.85325,5,4.942,0,0,0.5,0.37065,0,NA,0,NA,24.75,14.826,262.25,182.3598,1.75,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-04-15,NA,NA,NA,NA
"AJ Barner","SEA","TE","16723","robust",NA,NA,NA,NA,NA,NA,4.5,NA,12.6666666666667,2.471,0.234567901234568,0.34777037037037,0,0,0,NA,0,NA,46.5,2.9652,452.5,50.4084,4.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-05-03,NA,NA,NA,NA
"Tyler Higbee","LAR","TE","12678","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,27.5,11.8608,322.5,90.4386,2.35,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1993-01-01,NA,NA,NA,NA
"Evan Engram","DEN","TE","13189","robust",NA,NA,NA,NA,NA,NA,0,0,2.5,0,0,0,0,0,0,NA,0,NA,51.5,5.63388,466,5.9304,2.05,1.33434,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1994-09-02,NA,NA,NA,NA
"Mason Taylor","NYJ","TE","17106","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,43.9,9.04386,407,78.5778,2,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2004-05-08,NA,NA,NA,NA
"Dawson Knox","BUF","TE","14143","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,30.5,4.4478,361,93.4038,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-11-14,NA,NA,NA,NA
"Jake Tonges","SF","TE","16036","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.9,0,0,NA,0,NA,27,19.2738,265,192.738,2.5,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-07-08,NA,NA,NA,NA
"Noah Fant","NO","TE","14137","robust",NA,NA,NA,NA,NA,NA,0,0,22,0,0,0,2.4,0,0,NA,0,NA,29.2,7.413,282.5,111.195,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-11-20,NA,NA,NA,NA
"Michael Mayer","LVR","TE","16212","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,38.55,4.4478,349,48.9258,1.75,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-07-06,"Q","Nose",2026,0
"Zach Ertz","FA","TE","11247","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,23.5,21.4977,246.5,220.1661,1.5,0.7413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,1990-11-10,NA,NA,NA,NA
"Elijah Arroyo","SEA","TE","17108","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.6,0,0,NA,0,NA,23.7,6.81996,252,80.8017,2,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-04-05,NA,NA,NA,NA
"Darnell Washington","PIT","TE","16216","robust",NA,NA,NA,NA,NA,NA,0,0,2.5,0,0,0,0.75,0,0,NA,0,NA,30.5,5.9304,318,72.6474,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-08-17,NA,NA,NA,NA
"Cole Kmet","CHI","TE","14867","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0,0,0,NA,0,NA,28,6.52344,296.5,72.6474,2.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1999-03-10,NA,NA,NA,NA
"Tommy Tremble","CAR","TE","15332","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,27,4.4478,255,26.6868,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-06-02,NA,NA,NA,NA
"Max Klare","LAR","TE","17547","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,9.375,5.1891,105.25,65.9757,0.75,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-07-08,NA,NA,NA,NA
"Marlin Klein","HOU","TE","17593","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,NA,NA,NA,NA,28,10.3782,297.5,79.3191,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2002-09-17,NA,NA,NA,NA
"Ja'Tavion Sanders","CAR","TE","16643","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0,0,0,NA,0,NA,30.4,5.9304,261,78.5778,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2003-03-27,"Q","Ankle",2026,0
"Charlie Kolar","LAC","TE","15795","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,18,7.413,209,90.4386,1.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-02-10,NA,NA,NA,NA
"Daniel Bellinger","TEN","TE","15873","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,25.35,2.07564,272.5,42.9954,2.125,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-09-22,NA,NA,NA,NA
"Will Kacmarek","MIA","TE","17605","robust",NA,NA,NA,NA,NA,NA,0,NA,3,0,0,0,0.9,0.14826,0,NA,0,NA,21.55,4.15128,208.25,29.652,1.25,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-02-12,NA,NA,NA,NA
"Nate Boerkircher","JAC","TE","17591","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.75,0.37065,0,NA,0,NA,21.075,8.8956,227.75,103.782,2.075,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2001-09-04,NA,NA,NA,NA
"Ben Sims","MIA","TE","16483","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,16.7,22.68378,160,213.4944,1,1.4826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-05-16,NA,NA,NA,NA
"Erick All","CIN","TE","16645","robust",NA,NA,NA,NA,NA,NA,0,0,1,0.7413,0,0,0,0,0,NA,0,NA,16.225,5.1891,147.75,37.8063,1,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-09-13,NA,NA,NA,NA
"Noah Gray","KC","TE","15337","robust",NA,NA,NA,NA,NA,NA,0,0,-1.1,0,0,0,0,0,0,NA,0,NA,25.5,5.9304,262,45.9606,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-04-30,NA,NA,NA,NA
"Austin Hooper","ATL","TE","12677","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0,0,0,0,0,0,NA,0,NA,22.2,2.9652,235.5,31.1346,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-10-29,NA,NA,NA,NA
"Brock Wright","DET","TE","15626","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,21.225,1.63086,182.5,50.4084,2.8,0.88956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-11-27,NA,NA,NA,NA
"Adam Trautman","DEN","TE","14870","robust",NA,NA,NA,NA,NA,NA,0,0,0.05,0.07413,0,0,0,0,0,NA,0,NA,23,1.4826,232.75,23.7216,1.775,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1997-02-05,NA,NA,NA,NA
"Luke Musgrave","GB","TE","16215","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,23,4.4478,234,33.3585,1,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-09-02,"O","Neck",2026,0
"Matthew Hibner","BAL","TE","17627","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,16.025,7.413,187.5,94.8864,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2002-03-09,NA,NA,NA,NA
"Josh Oliver","MIN","TE","14209","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,19.5,3.26172,202,34.0998,2.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-03-21,NA,NA,NA,NA
"Eli Raridon","NE","TE","17607","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.5,0.37065,0,NA,0,NA,21.25,1.85325,237.25,4.4478,1.425,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-02-12,NA,NA,NA,NA
"Davis Allen","LAR","TE","16219","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,23.5,3.7065,211,44.478,2,1.4826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-02-03,"Q","Quadriceps",2026,0
"Elijah Higgins","ARI","TE","16333","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.85,0.111195,0,NA,0,NA,23.25,0.7413,208,20.7564,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2000-10-27,NA,NA,NA,NA
"Grant Calcaterra","PHI","TE","15804","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,18.825,2.9652,194.25,10.3782,1.075,1.03782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-12-04,NA,NA,NA,NA
"Charlie Woerner","ATL","TE","14984","robust",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,17.65,10.89711,142,118.608,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1997-10-16,NA,NA,NA,NA
"John Bates","WAS","TE","15344","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.75,0.185325,0,NA,0,NA,14.75,1.11195,135.5,2.9652,1,0.66717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1997-11-06,"Q","Hamstring",2026,0
"Foster Moreau","HOU","TE","14239","robust",NA,NA,NA,NA,NA,NA,0,0,1,1.4826,0,0,0,0,0,NA,0,NA,15.6,1.92738,152.25,1.4826,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-05-06,NA,NA,NA,NA
"Drew Sample","CIN","TE","14146","robust",NA,NA,NA,NA,NA,NA,0,0,0.5,0.37065,0,0,0.1,0.07413,0,NA,0,NA,17.75,3.7065,142.25,34.0998,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-04-16,NA,NA,NA,NA
"Mitchell Evans","CAR","TE","17109","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,15.9,0.889559999999999,152.25,15.5673,2,0.0741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2003-05-18,NA,NA,NA,NA
"Jeremy Ruckert","NYJ","TE","15796","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,22.375,0.7413,167.75,7.413,1.125,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2000-08-11,NA,NA,NA,NA
"Tanner Hudson","CIN","TE","14370","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,17.8,6.22692,161.75,35.5824,0.825,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1994-11-12,NA,NA,NA,NA
"Ben Sinnott","WAS","TE","16644","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,13.95,0.59304,157,40.0302,1.35,0.29652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2002-06-14,NA,NA,NA,NA
"Luke Schoonmaker","DAL","TE","16221","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,17.475,1.33434,157.5,25.2042,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,1998-09-28,NA,NA,NA,NA
"Seydou Traore","MIA","TE","17655","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,9.8,6.22692,108.5,101.5581,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2002-08-12,NA,NA,NA,NA
"Oscar Delp","NO","TE","17567","robust",NA,NA,NA,NA,NA,NA,0,0,2,2.9652,0,0,0.6,0,NA,NA,NA,NA,10.65,9.41451,105.5,101.5581,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-08-04,NA,NA,NA,NA
"Jackson Hawes","BUF","TE","17213","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,13.2,3.85476,151.5,22.239,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,2000-12-06,NA,NA,NA,NA
"Mo Alie-Cox","IND","TE","13246","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,14.45,0.66717,153,26.6868,1.05,0.0741300000000001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1993-09-19,NA,NA,NA,NA
"Cade Stover","HOU","TE","16642","robust",NA,NA,NA,NA,NA,NA,2,1.4826,10,7.413,0,0,0,0,0,NA,0,NA,17.475,2.89107,131,17.7912,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,2000-06-12,NA,NA,NA,NA
"Kylen Granson","TEN","TE","15419","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,12.05,4.37367,114,69.6822,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-03-27,NA,NA,NA,NA
"Donald Parham","PIT","TE","14341","robust",NA,NA,NA,NA,NA,NA,0,0,18,26.6868,0.35,0.51891,0,0,0,NA,0,NA,10.875,0.7413,104.75,37.065,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,NA,NA
"Stone Smartt","PHI","TE","16113","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,14,0,154.5,6.6717,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1998-10-04,NA,NA,NA,NA
"Sam Roush","CHI","TE","17549","robust",NA,NA,NA,NA,NA,NA,0,0,1,1.4826,0,0,0,0,NA,NA,NA,NA,9.2,8.59908,90.5,94.1451,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2003-09-06,NA,NA,NA,NA
"Durham Smythe","BAL","TE","13676","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,12.55,3.78063,122,44.478,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-08-09,NA,NA,NA,NA
"Justin Joly","DEN","TE","17548","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,10,7.413,84,96.369,0.5,0.7413,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,2004-07-09,NA,NA,NA,NA
"Brevyn Spann-Ford","DAL","TE","16647","robust",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,11.3,0.44478,123.5,21.4977,1.1,0.14826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1999-12-27,NA,NA,NA,NA
